id,room_type,minimum_nights,census_tract,census_NBH,amenities,price
3602379,Entire home/apt,91,814,Roxbury,"[""Wifi"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Hair dryer"", ""Private hot tub"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""Heating"", ""Microwave""]",195.0
3605045,Shared room,1,1005,Dorchester,"[""Wifi"", ""Bed linens"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Hot water"", ""Security cameras on property"", ""Kitchen"", ""Smoke alarm"", ""Gym"", ""Breakfast"", ""Free street parking"", ""Extra pillows and blankets"", ""First aid kit"", ""Self check-in"", ""Building staff"", ""Refrigerator"", ""Heating"", ""Air conditioning"", ""Fire extinguisher"", ""Essentials""]",200.0
3656168,Private room,150,818,Roxbury,"[""Wifi"", ""Carbon monoxide alarm"", ""Backyard"", ""Hot water"", ""Stove"", ""Oven"", ""Dishes and silverware"", ""Kitchen"", ""Smoke alarm"", ""Cooking basics"", ""Free parking on premises"", ""Patio or balcony"", ""Lock on bedroom door"", ""Microwave"", ""Free street parking"", ""Hangers"", ""Refrigerator"", ""Heating"", ""Air conditioning"", ""Fire extinguisher""]",38.0
3705824,Private room,150,818,Roxbury,"[""Wifi"", ""Carbon monoxide alarm"", ""Hot water"", ""Kitchen"", ""Smoke alarm"", ""Lock on bedroom door"", ""Hangers"", ""Heating"", ""Air conditioning""]",33.0
3749523,Entire home/apt,29,401,Charlestown,"[""Wifi"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""Window AC unit"", ""First aid kit"", ""Outdoor dining area"", ""Refrigerator"", ""Toaster"", ""Wine glasses"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Outdoor furniture"", ""Hair dryer"", ""Shower gel"", ""Bikes"", ""Blender"", ""Indoor fireplace: wood-burning"", ""Bread maker"", ""Free washer \u2013 In unit"", ""Freezer"", ""Extra pillows and blankets"", ""Rice maker"", ""Luggage dropoff allowed"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Clothing storage: closet and dresser"", ""Hot water kettle"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Dining table"", ""Free parking on premises"", ""Private entrance"", ""Baking sheet"", ""Microwave"", ""Dedicated workspace"", ""Smart lock"", ""Private patio or balcony"", ""Ethernet connection"", ""Essentials"", ""Hot water"", ""Fireplace guards"", ""Dishes and silverware"", ""Books and reading material"", ""25\"" TV with Roku"", ""Hangers"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Exercise equipment"", ""Fire extinguisher""]",250.0
3874798,Entire home/apt,3,608,South Boston,"[""Wifi"", ""Kitchen"", ""Ceiling fan"", ""Coffee maker"", ""Patio or balcony"", ""Cleaning products"", ""Indoor fireplace: gas"", ""Extra pillows and blankets"", ""Air conditioning"", ""Bed linens"", ""Carbon monoxide alarm"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""Smart lock"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Books and reading material"", ""Clothing storage: closet"", ""Self check-in"", ""HDTV with standard cable, Netflix, Hulu, Chromecast, Amazon Prime Video"", ""Heating""]",325.0
3890373,Entire home/apt,29,203.02,Beacon Hill,"[""Wifi"", ""Kitchen"", ""Dishwasher"", ""Window AC unit"", ""Single level home"", ""47\"" HDTV with Roku"", ""Refrigerator"", ""Toaster"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Washer"", ""Hair dryer"", ""Body soap"", ""Freezer"", ""Extra pillows and blankets"", ""Lockbox"", ""Luggage dropoff allowed"", ""Bathtub"", ""Hot water kettle"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Safe"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Dining table"", ""Baking sheet"", ""Microwave"", ""Essentials"", ""Hot water"", ""Coffee maker: Keurig coffee machine"", ""Dishes and silverware"", ""Gas stove"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",131.0
3957602,Private room,29,1203.01,Jamaica Plain,"[""Wifi"", ""Breakfast"", ""Free street parking"", ""First aid kit"", ""Iron"", ""Washer"", ""Hair dryer"", ""Luggage dropoff allowed"", ""TV"", ""Bathtub"", ""Shampoo"", ""Carbon monoxide alarm"", ""Host greets you"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Children\u2019s books and toys"", ""Indoor fireplace"", ""Hangers"", ""Private living room"", ""Dryer"", ""Heating"", ""Fire extinguisher""]",94.0
3965313,Private room,91,511.01,East Boston,"[""Shampoo"", ""Carbon monoxide alarm"", ""Washer"", ""Hot water"", ""Hair dryer"", ""Keypad"", ""Kitchen"", ""Smoke alarm"", ""Lock on bedroom door"", ""Hangers"", ""First aid kit"", ""Luggage dropoff allowed"", ""TV"", ""Dryer"", ""Self check-in"", ""Heating"", ""Air conditioning"", ""Fire extinguisher"", ""Essentials"", ""Iron""]",42.0
3968797,Private room,5,1106.07,Roslindale,"[""Wifi"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""Free street parking"", ""First aid kit"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Bathtub"", ""Carbon monoxide alarm"", ""Backyard"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Free parking on premises"", ""Essentials"", ""Hot water"", ""Central air conditioning"", ""Dishes and silverware"", ""Indoor fireplace"", ""Fire extinguisher"", ""Hangers"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",88.0
3969526,Entire home/apt,29,711.01,South End,"[""Wifi"", ""Kitchen"", ""Dishwasher"", ""Window AC unit"", ""Single level home"", ""Outlet covers"", ""First aid kit"", ""32\"" HDTV with Amazon Prime Video, Roku, Netflix"", ""Refrigerator"", ""Toaster"", ""Wine glasses"", ""Ceiling fan"", ""Iron"", ""Room-darkening shades"", ""Pack \u2019n play/Travel crib"", ""Induction stove"", ""Coffee maker"", ""Paid parking garage off premises"", ""Hair dryer"", ""Shower gel"", ""Dove body soap"", ""Blender"", ""Free washer \u2013 In unit"", ""Cleaning products"", ""Freezer"", ""Extra pillows and blankets"", ""Lockbox"", ""Luggage dropoff allowed"", ""Bathtub"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Dining table"", ""Private entrance"", ""Baking sheet"", ""Microwave"", ""Dedicated workspace"", ""Board games"", ""Coffee"", ""Essentials"", ""Hot water"", ""Children\u2019s books and toys"", ""Books and reading material"", ""Babysitter recommendations"", ""Portable fans"", ""Dishes and silverware"", ""Hangers"", ""Clothing storage: closet"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",150.0
4000384,Private room,29,813.01,Jamaica Plain,"[""Wifi"", ""Dishwasher"", ""Breakfast"", ""Free street parking"", ""Refrigerator"", ""Pets allowed"", ""Hair dryer"", ""Patio or balcony"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Backyard"", ""Host greets you"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""Heating"", ""Microwave""]",90.0
4089940,Entire home/apt,14,305,North End,"[""Wifi"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""Refrigerator"", ""Pets allowed"", ""Toaster"", ""Wine glasses"", ""Iron"", ""Coffee maker"", ""Washer"", ""Hair dryer"", ""Shower gel"", ""Freezer"", ""Extra pillows and blankets"", ""Lockbox"", ""Hot water kettle"", ""Air conditioning"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Dining table"", ""Dedicated workspace"", ""TV with Roku"", ""Coffee"", ""Essentials"", ""Clothing storage: dresser"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",129.0
4090224,Entire home/apt,1,608,South Boston,"[""Wifi"", ""Keypad"", ""Kitchen"", ""Dishwasher"", ""Free street parking"", ""First aid kit"", ""Refrigerator"", ""Pets allowed"", ""Ceiling fan"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Hair dryer"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Body soap"", ""Freezer"", ""Extra pillows and blankets"", ""Bathtub"", ""Laundromat nearby"", ""Free dryer \u2013 In unit"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Private entrance"", ""Baking sheet"", ""Microwave"", ""Private patio or balcony"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Central air conditioning"", ""Dishes and silverware"", ""TV with standard cable, premium cable"", ""Hangers"", ""Self check-in"", ""Stainless steel electric stove"", ""Heating"", ""Fire extinguisher""]",278.0
4105704,Entire home/apt,3,1201.04,Jamaica Plain,"[""Wifi"", ""Keypad"", ""Kitchen"", ""Breakfast"", ""Free street parking"", ""Radiant heating"", ""Refrigerator"", ""Toaster"", ""Wine glasses"", ""Ceiling fan"", ""Iron"", ""Room-darkening shades"", ""Coffee maker"", ""Hair dryer"", ""Shower gel"", ""Cleaning products"", ""Body soap"", ""Freezer"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Bathtub"", ""Laundromat nearby"", ""Hot water kettle"", ""Air conditioning"", ""Conditioner"", ""32\"" HDTV with standard cable"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Cooking basics"", ""Dining table"", ""Private entrance"", ""Baking sheet"", ""Microwave"", ""Dedicated workspace"", ""Coffee"", ""Ethernet connection"", ""Essentials"", ""Hot water"", ""Clothing storage: dresser and wardrobe"", ""Dishes and silverware"", ""Books and reading material"", ""Portable fans"", ""Private backyard \u2013 Fully fenced"", ""Gas stove"", ""Hangers"", ""Self check-in"", ""Gas oven"", ""Long term stays allowed"", ""Fire extinguisher""]",125.0
4148586,Entire home/apt,91,108.01,Back Bay,"[""Wifi"", ""TV with standard cable""]",225.0
4150640,Entire home/apt,29,305,North End,"[""Wifi"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""Window AC unit"", ""Refrigerator"", ""Pets allowed"", ""Toaster"", ""Wine glasses"", ""Iron"", ""Coffee maker"", ""Washer"", ""Hair dryer"", ""Shower gel"", ""Freezer"", ""Extra pillows and blankets"", ""Lockbox"", ""Bathtub"", ""Hot water kettle"", ""Conditioner"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""HDTV with Roku"", ""Dedicated workspace"", ""Coffee"", ""Essentials"", ""Clothing storage: dresser"", ""Hot water"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",129.0
4173285,Private room,91,1005,Dorchester,"[""Wifi"", ""Stove"", ""Public or shared beach access"", ""Kitchen"", ""Long term stays allowed"", ""Dishwasher"", ""Radiant heating"", ""Lock on bedroom door"", ""First aid kit"", ""Toaster"", ""Iron"", ""Shared patio or balcony"", ""Hair dryer"", ""Free washer \u2013 In building"", ""Cleaning products"", ""Extra pillows and blankets"", ""Rice maker"", ""Luggage dropoff allowed"", ""Bathtub"", ""Laundromat nearby"", ""Hot water kettle"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Security cameras on property"", ""Host greets you"", ""Smoke alarm"", ""Cooking basics"", ""Mini fridge"", ""Dining table"", ""Microwave"", ""Dedicated workspace"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Books and reading material"", ""Portable fans"", ""Free dryer \u2013 In building"", ""Hangers"", ""Clothing storage"", ""Fire extinguisher""]",55.0
4233242,Private room,29,1204,Jamaica Plain,"[""Wifi"", ""Stove"", ""Kitchen"", ""Free street parking"", ""First aid kit"", ""Refrigerator"", ""Toaster"", ""Wine glasses"", ""Ceiling fan"", ""Coffee maker"", ""Washer"", ""Hair dryer"", ""Patio or balcony"", ""Air conditioning"", ""Shampoo"", ""Carbon monoxide alarm"", ""Oven"", ""Host greets you"", ""Smoke alarm"", ""Cooking basics"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Portable fans"", ""Fire extinguisher"", ""Dryer"", ""Heating"", ""Microwave""]",98.0
4257929,Entire home/apt,91,101.04,Back Bay,"[""Wifi"", ""TV with standard cable"", ""Kitchen"", ""Smoke alarm"", ""Elevator"", ""Heating"", ""Air conditioning"", ""Essentials""]",250.0
4263736,Private room,2,814,Roxbury,"[""Keypad"", ""Kitchen"", ""Dishwasher"", ""Bosch stainless steel gas stove"", ""Window AC unit"", ""Free street parking"", ""Lock on bedroom door"", ""Park view"", ""Barbecue utensils"", ""First aid kit"", ""Refrigerator"", ""Toaster"", ""32\"" HDTV with Amazon Prime Video, Disney+, HBO Max, Hulu, Netflix, Roku, standard cable, Chromecast, premium cable"", ""Wine glasses"", ""Iron"", ""Drying rack for clothing"", ""Hair dryer"", ""Shower gel"", ""Stainless steel single oven"", ""BBQ grill"", ""Free washer \u2013 In unit"", ""Cleaning products"", ""Body soap"", ""Fast wifi \u2013 86 Mbps"", ""Freezer"", ""Extra pillows and blankets"", ""Cleaning available during stay"", ""Luggage dropoff allowed"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Conditioner"", ""Clothing storage: wardrobe"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Coffee maker: french press"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""Mini fridge"", ""Dining table"", ""Microwave"", ""Dedicated workspace"", ""Board games"", ""Pocket wifi"", ""Coffee"", ""Exercise equipment: free weights, yoga mat"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Books and reading material"", ""Hangers"", ""Private living room"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",87.0
4278067,Entire home/apt,33,705.02,South End,"[""Wifi"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Patio or balcony"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Hot water"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hangers"", ""Dryer"", ""Heating"", ""Microwave""]",80.0
4291607,Entire home/apt,91,5.02,Brighton,"[""Kitchen"", ""Free parking on premises"", ""TV"", ""Dryer"", ""Heating"", ""Essentials""]",90.0
4348422,Private room,91,1204,Jamaica Plain,"[""Carbon monoxide alarm"", ""Washer"", ""Kitchen"", ""Smoke alarm"", ""Indoor fireplace"", ""First aid kit"", ""TV"", ""Dryer"", ""Pets allowed"", ""Heating"", ""Fire extinguisher""]",150.0
4364925,Entire home/apt,33,705.02,South End,"[""Wifi"", ""TV with standard cable"", ""Carbon monoxide alarm"", ""Washer"", ""Hot water"", ""Hair dryer"", ""Kitchen"", ""Smoke alarm"", ""Hangers"", ""Dryer"", ""Heating"", ""Air conditioning"", ""Iron""]",140.0
4364989,Entire home/apt,31,705.02,South End,"[""Wifi"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""Building staff"", ""Refrigerator"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""TV with standard cable"", ""Coffee maker"", ""Washer"", ""Hair dryer"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Oven"", ""Smoke alarm"", ""Cooking basics"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Heating"", ""Microwave""]",105.0
4410765,Entire home/apt,55,6.01,Brighton,"[""Wifi"", ""Stove"", ""Kitchen"", ""Dishwasher"", ""Free street parking"", ""First aid kit"", ""Refrigerator"", ""Pets allowed"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""HDTV with Fire TV, Netflix, premium cable, DVD player"", ""Coffee maker"", ""Washer"", ""Hair dryer"", ""BBQ grill"", ""Indoor fireplace: gas"", ""Extra pillows and blankets"", ""Lockbox"", ""Luggage dropoff allowed"", ""Bathtub"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Oven"", ""Host greets you"", ""Smoke alarm"", ""Cooking basics"", ""Free parking on premises"", ""Private entrance"", ""Microwave"", ""Dedicated workspace"", ""Private patio or balcony"", ""Essentials"", ""Hot water"", ""Children\u2019s books and toys"", ""Dishes and silverware"", ""Hangers"", ""Private backyard \u2013 Not fully fenced"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",135.0
4460532,Private room,2,814,Roxbury,"[""City skyline view"", ""Keypad"", ""Kitchen"", ""Dishwasher"", ""Bosch stainless steel gas stove"", ""Window AC unit"", ""Fast wifi \u2013 96 Mbps"", ""Lock on bedroom door"", ""Free street parking"", ""Barbecue utensils"", ""First aid kit"", ""Refrigerator"", ""Toaster"", ""Wine glasses"", ""Iron"", ""Drying rack for clothing"", ""Hair dryer"", ""Shower gel"", ""32\"" HDTV with Amazon Prime Video, Chromecast, Disney+, HBO Max, Hulu, Netflix, premium cable, Roku, standard cable"", ""BBQ grill"", ""Free washer \u2013 In unit"", ""Cleaning products"", ""Body soap"", ""Freezer"", ""Cleaning available during stay"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Conditioner"", ""Clothing storage: wardrobe"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Coffee maker: french press"", ""Oven"", ""Security cameras on property"", ""Smoke alarm"", ""Cooking basics"", ""Dining table"", ""Microwave"", ""Dedicated workspace"", ""Board games"", ""Pocket wifi"", ""Coffee"", ""Exercise equipment: free weights, yoga mat"", ""Essentials"", ""Hot water"", ""Dishes and silverware"", ""Books and reading material"", ""Hangers"", ""Private living room"", ""Self check-in"", ""Long term stays allowed"", ""Heating"", ""Fire extinguisher""]",68.0
4461613,Entire home/apt,1,203.02,Beacon Hill,"[""Wifi"", ""Stove"", ""Kitchen"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Smart lock"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",166.0
4461846,Entire home/apt,1,707,South End,"[""Wifi"", ""Kitchen"", ""Refrigerator"", ""Iron"", ""Coffee maker"", ""TV with standard cable"", ""Washer"", ""Hair dryer"", ""Air conditioning"", ""Shampoo"", ""Bed linens"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Cooking basics"", ""Dedicated workspace"", ""Smart lock"", ""Essentials"", ""Hot water"", ""Paid parking off premises"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hangers"", ""Self check-in"", ""Dryer"", ""Long term stays allowed"", ""Heating"", ""Microwave""]",114.0
