BlockGr202,OBJECTID,Shape_Leng,Shape_Area,geometry,BNBs,BNBDensity
Allston,1,35808.6192779,41547595.1174,"POLYGON ((-71.121228 42.36775100000003, -71.12068799999997 42.3677230000001, -71.12023399999997 42.367728000000064, -71.12001400000005 42.36770700000013, -71.11978899999988 42.36767399999996, -71.11952600000006 42.367621999999976, -71.11920899999994 42.367537, -71.11906499999994 42.36747600000008, -71.11885099999978 42.3673630000001, -71.1185839999998 42.367159000000015, -71.11834899999984 42.36691400000011, -71.1181949999997 42.366683000000116, -71.11810999999967 42.36646600000012, -71.118058 42.36623099999993, -71.11804799999979 42.366023000000105, -71.11808199999979 42.365708000000005, -71.11804599999975 42.36519400000013, -71.11803899999983 42.36457100000004, -71.11804399999976 42.36418099999999, -71.11804499999977 42.36405800000004, -71.11802699999991 42.36343899999997, -71.11801199999992 42.36325900000013, -71.11767600000003 42.361071000000045, -71.11765499999973 42.36099400000005, -71.11764799999973 42.36091499999995, -71.11762999999978 42.360727, -71.11751599999977 42.360033999999985, -71.11750099999968 42.359866000000096, -71.11750199999973 42.359723000000066, -71.11753399999978 42.35940799999995, -71.11757300000006 42.35921300000003, -71.1177 42.358833999999995, -71.11811099999973 42.35764400000002, -71.11830699999999 42.35709800000013, -71.11835599999988 42.356926000000094, -71.11837899999979 42.356786000000106, -71.11840100000003 42.35669500000009, -71.11841899999996 42.35653900000001, -71.11841999999977 42.35634800000001, -71.11841100000002 42.356107999999914, -71.11840099999974 42.356003999999984, -71.11835999999992 42.355776999999975, -71.11829199999991 42.355506000000105, -71.11821300000003 42.35526600000006, -71.11812599999979 42.355091999999914, -71.11809099999977 42.355021999999956, -71.1179629999999 42.35480999999995, -71.11792799999976 42.35476299999998, -71.1178299999999 42.354632999999964, -71.11763299999988 42.354416999999955, -71.11747200000006 42.35427300000004, -71.11724299999987 42.354109000000015, -71.11718499999965 42.354069999999936, -71.11704499999992 42.353976000000074, -71.11619300000001 42.35351699999996, -71.11541699999981 42.35308099999997, -71.11503199999976 42.35287199999999, -71.11445699999993 42.35255100000005, -71.1141189999998 42.35239000000003, -71.11380499999989 42.35226100000007, -71.11345199999982 42.35214400000003, -71.113167 42.35207100000016, -71.11287799999984 42.35201, -71.11248699999983 42.3519530000001, -71.11223499999984 42.35192800000004, -71.11156999999997 42.35188600000002, -71.11147199999972 42.351878000000056, -71.110732 42.351819000000006, -71.11083499999997 42.351078000000044, -71.11089900000002 42.350661999999964, -71.11090299999994 42.35064199999996, -71.11092199999982 42.350538000000036, -71.11093000000001 42.35049500000008, -71.11093299999975 42.35046800000012, -71.1109359999997 42.35044600000003, -71.1111129999998 42.35046700000004, -71.11128099999992 42.35048700000006, -71.11150599999985 42.35051399999999, -71.11321499999991 42.350717000000095, -71.11363499999975 42.350766999999955, -71.11378399999995 42.350780000000015, -71.11401399999995 42.35080700000003, -71.11409400000008 42.35081599999996, -71.114701 42.350886000000116, -71.11492899999999 42.35091300000009, -71.11510599999997 42.35093400000001, -71.11563199999974 42.350996000000094, -71.11580799999979 42.351017000000084, -71.11609399999996 42.351055000000045, -71.11695099999987 42.351167999999994, -71.11723700000003 42.35120600000009, -71.11744499999986 42.351230000000044, -71.11806899999989 42.35130200000004, -71.11827699999974 42.35132600000003, -71.1183099999999 42.351329999999976, -71.11833999999989 42.35133299999997, -71.1184069999998 42.35133999999996, -71.11843900000004 42.35134400000004, -71.11880899999979 42.35138600000003, -71.11972299999995 42.35148900000003, -71.11991800000003 42.35151300000004, -71.12028599999971 42.351557000000085, -71.1204909999999 42.351580999999975, -71.12053500000003 42.35158599999992, -71.12110599999988 42.35165200000003, -71.121311 42.35167500000009, -71.12152999999999 42.35170200000002, -71.12218299999994 42.35178100000006, -71.1222289999999 42.35178699999996, -71.12224299999991 42.35178900000012, -71.12227500000007 42.35179300000011, -71.12239999999997 42.35180799999996, -71.12242599999993 42.35181000000002, -71.12285499999972 42.35186099999995, -71.12294200000007 42.35141600000013, -71.12351800000005 42.35148599999997, -71.12398799999976 42.35154200000013, -71.12406700000001 42.351551999999934, -71.1241289999998 42.35152599999999, -71.12445299999987 42.351389999999974, -71.124556 42.35133599999999, -71.12463499999977 42.35129400000006, -71.12469699999994 42.35126000000003, -71.1247549999999 42.351230000000086, -71.12552700000005 42.35078900000006, -71.12588900000003 42.350576999999994, -71.12621499999976 42.350412000000055, -71.12685399999987 42.350088000000056, -71.1274839999999 42.35000400000002, -71.12750599999984 42.349993999999924, -71.12767399999979 42.34996799999999, -71.12793499999978 42.34993100000003, -71.12858299999994 42.34983300000007, -71.12857999999994 42.349696000000044, -71.12877999999986 42.34955900000011, -71.1290039999998 42.34937500000009, -71.12914499999981 42.34924400000002, -71.12928099999998 42.34906700000002, -71.12974599999991 42.34885000000009, -71.13013699999983 42.348660000000045, -71.13052699999996 42.348476000000005, -71.13075499999991 42.34836800000007, -71.13107399999991 42.348216000000015, -71.13127499999992 42.34812100000008, -71.13200700000007 42.34777300000003, -71.13338100000001 42.347122000000155, -71.1342539999999 42.346576999999996, -71.13454899999991 42.34672900000002, -71.13467399999989 42.34685000000005, -71.13538499999994 42.346389, -71.13559999999998 42.34623000000013, -71.13584299999965 42.34635600000008, -71.13623599999987 42.34656100000004, -71.13666099999996 42.3467670000001, -71.13716399999987 42.34702300000014, -71.13822999999982 42.34758800000011, -71.13854899999976 42.34704800000006, -71.13863899999993 42.346881999999994, -71.13877399999994 42.34663100000011, -71.13892599999978 42.346371999999974, -71.13906699999988 42.34612099999994, -71.13921799999989 42.345877999999935, -71.13941499999977 42.34555999999992, -71.13948400000001 42.34545200000007, -71.13958099999988 42.345320000000065, -71.13967299999993 42.34521299999998, -71.13980400000005 42.34509300000006, -71.14016599999998 42.345321999999946, -71.14051899999966 42.345523000000064, -71.14075000000003 42.34563000000013, -71.14119799999985 42.34583500000001, -71.14123799999996 42.34585299999996, -71.14135799999976 42.345895000000034, -71.14145099999989 42.34592800000009, -71.14169799999988 42.346020000000074, -71.14152199999972 42.346291000000015, -71.14130000000007 42.34668699999999, -71.14116799999991 42.34696300000009, -71.14108299999995 42.34718100000008, -71.14097899999982 42.34748300000007, -71.14093400000002 42.34763700000004, -71.14091099999979 42.347717999999944, -71.14086999999991 42.347882000000084, -71.140809 42.34807899999998, -71.14074900000006 42.348246999999965, -71.14066699999982 42.348377000000006, -71.14056999999973 42.348498000000106, -71.14046200000003 42.34860700000016, -71.14036600000001 42.34868600000002, -71.14101300000004 42.34901400000009, -71.141413 42.349196000000035, -71.14165399999976 42.34927299999997, -71.14184099999991 42.349314999999955, -71.14217899999983 42.34937900000013, -71.14351199999994 42.34960800000001, -71.14405299999997 42.34969600000002, -71.14429499999981 42.34973600000013, -71.14558600000007 42.34992000000006, -71.14644199999977 42.350061000000125, -71.14707899999992 42.35016500000012, -71.14651099999965 42.350416999999936, -71.14561199999973 42.35078600000001, -71.14589199999983 42.35104300000011, -71.14603299999972 42.35118199999993, -71.14608799999992 42.351271, -71.146094 42.35135800000008, -71.14608699999991 42.351442, -71.14602499999971 42.351589000000075, -71.14583899999982 42.35192400000005, -71.14577399999993 42.35204200000012, -71.14552899999983 42.3524720000001, -71.14527299999985 42.35289900000011, -71.14505599999991 42.353322999999975, -71.14479999999989 42.35375100000006, -71.1446369999998 42.35406500000003, -71.14433499999991 42.35459300000004, -71.14417599999993 42.35488900000007, -71.143802 42.354797000000026, -71.14334900000003 42.35468600000013, -71.14257899999996 42.35449599999996, -71.14236999999977 42.354444999999984, -71.14166299999975 42.354262999999996, -71.14068099999984 42.354004000000046, -71.14051999999997 42.353974000000015, -71.13993099999999 42.35390200000011, -71.13962099999972 42.35386700000006, -71.13906600000003 42.35379100000002, -71.13882299999983 42.354554000000014, -71.13862499999998 42.355060999999964, -71.13860799999996 42.35517300000002, -71.138608 42.355260999999956, -71.13862300000001 42.355341000000045, -71.138633 42.35544100000006, -71.13859499999978 42.355664000000075, -71.13849600000002 42.35604800000003, -71.13842099999991 42.35631300000009, -71.1383619999999 42.35656400000004, -71.13835000000002 42.35661200000003, -71.13832499999995 42.35675099999995, -71.138309 42.35679299999994, -71.13819799999993 42.35709299999992, -71.13818900000001 42.357133999999974, -71.13813999999965 42.35727799999999, -71.13807999999973 42.35741900000012, -71.13797899999983 42.357608000000035, -71.13783599999992 42.35787999999995, -71.13758600000007 42.358334000000035, -71.13746599999972 42.358578000000065, -71.1373689999997 42.35876099999999, -71.13728700000003 42.35886100000007, -71.1371739999997 42.35896100000004, -71.13709799999997 42.35905600000002, -71.13696099999984 42.35931499999995, -71.13659600000008 42.36016099999998, -71.13632799999998 42.360795999999986, -71.13627300000005 42.36090299999992, -71.13605000000001 42.36143400000003, -71.13582199999982 42.36195900000001, -71.13570600000003 42.36225600000004, -71.13564199999988 42.36242100000002, -71.13539199999967 42.36296300000006, -71.13533099999978 42.36317500000008, -71.13530899999968 42.36329900000002, -71.13531499999988 42.363503, -71.13535199999971 42.36405700000002, -71.13535499999989 42.3641020000001, -71.13539899999968 42.364561000000016, -71.13540299999981 42.364741000000066, -71.13545199999984 42.36484900000011, -71.13523099999983 42.36492800000012, -71.13481799999971 42.36508900000003, -71.1341719999998 42.365387000000126, -71.13396899999985 42.365480000000055, -71.13352799999983 42.36570999999996, -71.13316000000007 42.36591400000013, -71.13280300000007 42.36612699999999, -71.13251999999994 42.36632000000007, -71.13216300000002 42.366592999999945, -71.13179999999984 42.366915000000034, -71.13153899999968 42.36719100000008, -71.13133999999995 42.367419000000126, -71.13114699999988 42.367667999999995, -71.13096600000004 42.36795300000008, -71.13079999999974 42.36823400000001, -71.13064799999998 42.368535000000065, -71.13057699999999 42.36872500000006, -71.13052999999984 42.36885099999999, -71.1304129999998 42.369248000000105, -71.13036599999977 42.36950799999998, -71.13032799999971 42.36979900000005, -71.13032499999974 42.37002999999993, -71.13029899999991 42.37073300000002, -71.130301 42.37113100000008, -71.13029199999987 42.37197900000005, -71.13027299999989 42.37211400000004, -71.13026000000005 42.37220999999998, -71.13018999999989 42.37241799999999, -71.1300659999998 42.37260100000004, -71.12995299999984 42.37268399999998, -71.129551 42.372713, -71.12934000000006 42.37272900000003, -71.12880999999997 42.37273800000014, -71.12854699999966 42.372734000000065, -71.12828499999992 42.37270199999999, -71.12808900000005 42.3726540000001, -71.12790199999995 42.37259700000009, -71.12774899999991 42.372519000000054, -71.12755799999972 42.37238100000004, -71.12734899999965 42.37219100000011, -71.12721499999995 42.372014000000085, -71.12717799999982 42.37193800000002, -71.12711999999975 42.37181800000006, -71.12708799999966 42.371700999999995, -71.12704300000003 42.371536000000035, -71.12681999999985 42.37026699999998, -71.12677299999974 42.3700710000001, -71.12666299999992 42.369833000000035, -71.12655299999993 42.369681000000014, -71.12642900000006 42.369538000000034, -71.1262649999997 42.36938000000009, -71.12605799999987 42.36922700000012, -71.12586399999999 42.369099000000084, -71.12557499999986 42.36896900000002, -71.12530799999989 42.36885800000008, -71.12492399999978 42.36873200000003, -71.1244199999997 42.36854300000004, -71.12373499999997 42.36832000000011, -71.12359799999977 42.36827499999997, -71.12299299999968 42.36805099999991, -71.12265599999998 42.36796000000004, -71.12234899999997 42.3678820000001, -71.1219609999997 42.367809999999935, -71.12175099999997 42.36778800000003, -71.121228 42.36775100000003))",198.0,28.09423377722983
Back Bay,2,18815.1036091,15387244.5893,"POLYGON ((-71.07315499999972 42.35554200000005, -71.07302099999983 42.3553100000001, -71.07280699999971 42.355377000000054, -71.07256399999987 42.355438999999976, -71.072357 42.35528199999999, -71.07222799999974 42.35503100000006, -71.0720549999999 42.35465500000002, -71.0718399999999 42.3542340000001, -71.07163699999982 42.353831, -71.07147899999975 42.35350500000007, -71.07127499999989 42.353081, -71.07107899999983 42.35267300000009, -71.07089500000006 42.352314000000135, -71.07070399999967 42.351940000000056, -71.070655 42.35185400000012, -71.07045499999981 42.35141700000004, -71.07282199999977 42.35075500000008, -71.07265899999977 42.350410000000124, -71.072245 42.34953199999997, -71.07207599999988 42.34918000000013, -71.07205499999978 42.349136999999914, -71.0719999999997 42.349022000000105, -71.07226499999977 42.348950000000045, -71.07281899999992 42.348790000000044, -71.07357899999984 42.3485840000001, -71.07411400000001 42.34843900000007, -71.07509599999979 42.34815900000012, -71.07512999999982 42.348153999999944, -71.075163 42.348159000000045, -71.07520899999982 42.34820099999999, -71.0753879999999 42.348575000000125, -71.076381 42.34830600000007, -71.07620099999984 42.34791100000009, -71.07612199999996 42.34776200000007, -71.07603199999996 42.34757700000013, -71.07593299999978 42.347363, -71.07602800000005 42.34730900000002, -71.0766449999998 42.34686000000002, -71.0770529999998 42.34656400000006, -71.07777299999994 42.3460420000001, -71.07808600000004 42.345820999999965, -71.07837800000001 42.345580000000076, -71.07874699999982 42.34527700000008, -71.079389 42.34476400000007, -71.07946599999975 42.34471000000005, -71.08008199999989 42.344218999999974, -71.0803649999998 42.344025000000094, -71.0804539999999 42.34396499999996, -71.08077999999986 42.343744000000044, -71.08141999999978 42.343194000000025, -71.08205 42.34267600000011, -71.08264799999999 42.34206600000007, -71.08266199999989 42.34205300000002, -71.08303399999983 42.341725000000054, -71.08315100000002 42.341622000000136, -71.08392000000002 42.3421330000001, -71.08409600000007 42.342191999999955, -71.08485999999985 42.34270200000004, -71.08489999999995 42.342733000000095, -71.08495799999984 42.342770000000144, -71.08504599999976 42.342824999999976, -71.08579599999996 42.34333199999998, -71.08585199999985 42.343387000000014, -71.085907 42.34348599999999, -71.0863559999998 42.34445000000002, -71.08654699999981 42.344861000000115, -71.08659600000001 42.34495099999999, -71.08676799999985 42.345271000000075, -71.08683099999999 42.3454240000001, -71.08707900000002 42.345919000000045, -71.08722300000002 42.34619699999997, -71.08736899999991 42.346481000000026, -71.08745499999999 42.34663500000001, -71.08758799999978 42.34692199999994, -71.08775800000004 42.3473000000001, -71.08791599999977 42.347460999999996, -71.0880519999998 42.347456000000115, -71.08830299999988 42.34746900000009, -71.08872099999999 42.347523, -71.08909500000007 42.34758799999993, -71.08939499999988 42.347626, -71.08963599999989 42.34764400000005, -71.09005399999984 42.347652000000004, -71.09154999999996 42.34763299999999, -71.09194399999993 42.347629000000005, -71.09211999999975 42.34762899999993, -71.09227199999977 42.34762899999995, -71.09240199999994 42.347629000000055, -71.09287100000002 42.34764300000009, -71.09286899999994 42.34776199999999, -71.09286699999987 42.34791100000013, -71.09286399999995 42.34804100000008, -71.09287300000003 42.348839000000055, -71.09287599999982 42.34915500000009, -71.09240999999982 42.34916300000012, -71.09229699999976 42.34916700000012, -71.09193299999991 42.34917999999994, -71.0918379999997 42.34918400000011, -71.09173699999977 42.34918800000012, -71.09161799999973 42.34919300000008, -71.091627 42.34969500000013, -71.09163299999987 42.35028199999993, -71.09078599999978 42.350498000000016, -71.09072999999997 42.35051300000009, -71.09056699999968 42.35055700000005, -71.09050399999984 42.35057400000006, -71.0904719999998 42.35058300000006, -71.09038400000004 42.35060700000011, -71.09002100000004 42.35070600000003, -71.08949699999991 42.35084800000002, -71.08975699999986 42.351362999999985, -71.08981999999996 42.35149299999996, -71.08986199999994 42.35157600000004, -71.08927299999982 42.351724000000026, -71.089 42.35177799999994, -71.08853499999987 42.35186000000008, -71.08797800000002 42.351982000000014, -71.08740899999991 42.35212800000004, -71.08732700000003 42.35214900000005, -71.08655799999997 42.35237200000012, -71.08591499999974 42.35252600000001, -71.08577899999996 42.3525590000001, -71.08453700000003 42.35291800000006, -71.08394999999997 42.353062000000016, -71.0838469999999 42.35308700000013, -71.08293700000006 42.35334000000007, -71.08222499999985 42.35353100000012, -71.08170999999972 42.353673000000136, -71.08159499999972 42.353704000000064, -71.0804589999999 42.35400399999995, -71.07997799999988 42.35412400000005, -71.07946399999993 42.354275000000094, -71.07938899999995 42.354302999999945, -71.07911900000006 42.35440199999997, -71.07891200000003 42.35448599999995, -71.07757500000007 42.35487600000004, -71.07735699999981 42.35493800000001, -71.07581699999986 42.35533800000007, -71.07552000000005 42.35541899999999, -71.07521899999972 42.355506999999996, -71.07518799999986 42.35551600000006, -71.07438599999993 42.35574999999999, -71.0739399999999 42.355866000000006, -71.07377699999982 42.35593800000003, -71.07349299999986 42.35609500000017, -71.07346399999993 42.356120999999995, -71.07343799999984 42.35607699999998, -71.07340499999978 42.35596499999998, -71.07330199999984 42.355812000000114, -71.07315499999972 42.35554200000005))",267.0,102.31961799620932
Beacon Hill,3,11668.9511693,7891524.14234,"POLYGON ((-71.06291100000006 42.361229000000094, -71.06286399999983 42.36009000000013, -71.06286499999993 42.359989000000034, -71.06287499999965 42.359483000000075, -71.06286199999992 42.359204000000105, -71.06284599999994 42.358889, -71.06282299999998 42.35871400000005, -71.0628169999999 42.35866500000003, -71.06272699999973 42.358311000000114, -71.0626419999998 42.35797700000002, -71.06316899999977 42.3577480000001, -71.062994 42.357509999999984, -71.0629439999998 42.357459000000084, -71.0627889999998 42.35730200000003, -71.06245600000004 42.35695200000008, -71.0619559999998 42.35653399999997, -71.06225699999999 42.356268000000114, -71.06251299999991 42.35601800000008, -71.06287599999972 42.35567400000011, -71.0630419999999 42.35551400000014, -71.0632079999999 42.355334000000084, -71.06330799999994 42.35520899999999, -71.06341900000005 42.355059999999995, -71.06352399999997 42.35487699999995, -71.06359199999966 42.354759000000165, -71.06398699999987 42.35397500000009, -71.06413499999998 42.35363599999999, -71.06423500000007 42.353394000000016, -71.06436600000006 42.35306400000005, -71.06445299999989 42.352761000000065, -71.06447199999997 42.35269600000008, -71.06456199999984 42.35238300000006, -71.06591799999974 42.352448000000116, -71.06622399999969 42.35245799999998, -71.06690600000003 42.35248000000006, -71.0675329999998 42.35251299999999, -71.06839999999977 42.35235600000011, -71.06917999999992 42.352168000000006, -71.07051299999982 42.35188099999999, -71.070655 42.35185400000012, -71.07070399999967 42.351940000000056, -71.07089500000006 42.352314000000135, -71.07107899999983 42.35267300000009, -71.07127499999989 42.353081, -71.07147899999975 42.35350500000007, -71.07163699999982 42.353831, -71.0718399999999 42.3542340000001, -71.0720549999999 42.35465500000002, -71.07222799999974 42.35503100000006, -71.072357 42.35528199999999, -71.07256399999987 42.355438999999976, -71.07280699999971 42.355377000000054, -71.07302099999983 42.3553100000001, -71.07315499999972 42.35554200000005, -71.07330199999984 42.355812000000114, -71.07340499999978 42.35596499999998, -71.07343799999984 42.35607699999998, -71.07346399999993 42.356120999999995, -71.07344399999982 42.35613900000009, -71.0732729999999 42.35629100000002, -71.07316899999982 42.35645600000007, -71.0731299999999 42.35655500000006, -71.07292699999978 42.35699299999995, -71.07279500000007 42.35727800000006, -71.07271700000001 42.35747000000009, -71.07267 42.35758800000009, -71.0725279999999 42.35794100000012, -71.0724029999999 42.35845300000005, -71.0723069999998 42.358799000000005, -71.07212299999993 42.35946500000007, -71.07206999999988 42.35971699999997, -71.07200999999982 42.35993899999996, -71.07201199999969 42.36001400000012, -71.07202499999987 42.36011699999999, -71.07206499999971 42.36023299999995, -71.07213700000007 42.36039600000006, -71.07225299999985 42.360589999999995, -71.07231799999994 42.360753000000024, -71.0723519999997 42.36086999999994, -71.07236700000003 42.36099599999999, -71.0723649999999 42.36114299999998, -71.0723549999997 42.361207000000014, -71.0720919999997 42.36117900000007, -71.0719789999997 42.36116900000003, -71.07158499999986 42.36112099999997, -71.07140999999997 42.36108800000003, -71.07126599999987 42.36105000000012, -71.0711149999999 42.360998000000016, -71.07095699999994 42.36095199999995, -71.07081200000003 42.360902000000074, -71.07063299999966 42.360883000000065, -71.0704539999999 42.36087099999993, -71.07025799999988 42.36091900000011, -71.07006999999996 42.36099200000009, -71.07005400000003 42.36100200000013, -71.07003500000005 42.361008999999946, -71.06996499999998 42.36104300000002, -71.06942199999988 42.36107100000008, -71.06875199999988 42.36107999999992, -71.06823999999972 42.36109599999992, -71.067838 42.361107999999994, -71.06691099999976 42.36114100000009, -71.06637699999986 42.36116299999999, -71.0659869999998 42.36118899999998, -71.06516099999992 42.36120100000006, -71.06450299999987 42.36122900000012, -71.0644529999997 42.36123100000005, -71.06412299999987 42.36123400000013, -71.0637549999999 42.36124100000004, -71.06372099999982 42.36124099999995, -71.06321799999999 42.361235000000086, -71.06291100000006 42.361229000000094))",167.0,124.75627491366886
